,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
925,926,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.04995836802665,15611,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,One story,Average,Average,1977,1977,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,Av,Average Living Quarters,767,Low Quality,93,266,1126,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1126,0,0,1126,0,1,2,0,3,1,Excellent,6,Typ,0,No Fireplace,Attchd,1977.0,RFn,2,540,TA,TA,Paved,180,0,0,0,0,0,No Pool,No Fence,None,0,3,2008,Warranty Deed - Conventional,Abnorml,175000
926,927,2-STORY 1946 & NEWER,Residential Low Density,93.0,11999,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,1Fam,Two story,Very Good,Very Good,2003,2004,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,340.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,1181,1181,Gas forced warm air furnace,Excellent,Yes,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,Excellent,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656,TA,TA,Paved,104,100,0,0,0,0,No Pool,No Fence,None,0,5,2007,Warranty Deed - Conventional,Normal,285000
927,928,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,9900,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Adjacent to feeder street,Normal,1Fam,Two story,Good,Good,1968,1968,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,342.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,552,Unfinshed,0,280,832,Gas forced warm air furnace,Good,Yes,SBrkr,1098,880,0,1978,0,0,2,1,4,1,Typical/Average,9,Typ,1,Gd,Attchd,1968.0,RFn,2,486,TA,TA,Paved,0,43,0,0,0,0,No Pool,Good Privacy,None,0,4,2008,Warranty Deed - Conventional,Normal,176000
928,929,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.04995836802665,11838,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Very Good,Very Good,2001,2001,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Unfinshed,0,Unfinshed,0,1753,1753,Gas forced warm air furnace,Excellent,Yes,SBrkr,1788,0,0,1788,0,0,2,0,3,1,Excellent,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Paved,202,151,0,0,0,0,No Pool,No Fence,None,0,6,2009,Warranty Deed - Conventional,Normal,236500
929,930,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,13006,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,1Fam,Two story,Good,Good,1997,1997,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,285.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,No,Unfinshed,0,Unfinshed,0,964,964,Gas forced warm air furnace,Good,Yes,SBrkr,993,1243,0,2236,0,0,2,1,4,1,Good,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,11,2006,Warranty Deed - Conventional,Normal,222000
930,931,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,73.0,8925,Paved,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,1Fam,One story,Very Good,Very Good,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,16,Unfinshed,0,1450,1466,Gas forced warm air furnace,Excellent,Yes,SBrkr,1466,0,0,1466,0,0,2,0,3,1,Good,7,Typ,0,No Fireplace,Attchd,2007.0,Fin,3,610,TA,TA,Paved,100,18,0,0,0,0,No Pool,No Fence,None,0,7,2009,Warranty Deed - Conventional,Normal,201000
931,932,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,9100,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1965,1965,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,338,Average Rec Room,466,121,925,Gas forced warm air furnace,Excellent,Yes,SBrkr,925,0,0,925,0,1,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1965.0,Unf,1,429,TA,TA,Paved,0,0,0,0,0,0,No Pool,Good Wood,None,0,7,2009,Warranty Deed - Conventional,Normal,117500
932,933,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,84.0,11670,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Somerset,Within 200' of North-South Railroad,Normal,1Fam,One story,Excellent,Excellent,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Imitation Stucco,Stone,302.0,Excellent,Average/Typical,Poured Contrete,Excellent,Good,No,Unfinshed,0,Unfinshed,0,1905,1905,Gas forced warm air furnace,Excellent,Yes,SBrkr,1905,0,0,1905,0,0,2,0,3,1,Excellent,8,Typ,1,Gd,Attchd,2006.0,Fin,3,788,TA,TA,Paved,0,191,0,0,0,0,No Pool,No Fence,None,0,3,2007,Warranty Deed - Conventional,Normal,320000
933,934,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63.0,8487,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,College Creek,Normal,Normal,1Fam,One story,Good,Good,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,210.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,20,Unfinshed,0,1480,1500,Gas forced warm air furnace,Excellent,Yes,SBrkr,1500,0,0,1500,0,0,2,0,3,1,Good,6,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,570,TA,TA,Paved,192,36,0,0,0,0,No Pool,No Fence,None,0,8,2009,Warranty Deed - Conventional,Normal,190000
934,935,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,313.0,27650,Paved,No alley access,Moderately Irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,NAmes,Adjacent to postive off-site feature,Normal,1Fam,One story,Good,Good,1960,2007,Flat,Gravel & Tar,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,Gd,Good Living Quarters,425,Unfinshed,0,160,585,Gas forced warm air furnace,Excellent,Yes,SBrkr,2069,0,0,2069,1,0,2,0,4,1,Good,9,Typ,1,Gd,Attchd,1960.0,RFn,2,505,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,11,2008,Warranty Deed - Conventional,Normal,242000
935,936,1-STORY 1945 & OLDER,Residential Low Density,52.0,5825,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,1Fam,One story,Below Average,Below Average,1926,1953,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,108.0,Average/Typical,Good,Poured Contrete,Fair,Typical,Mn,Unfinshed,0,Unfinshed,0,600,600,Gas forced warm air furnace,Good,Yes,SBrkr,747,0,0,747,0,0,1,0,1,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1953.0,Unf,2,528,TA,TA,Paved,0,0,32,0,0,0,No Pool,No Fence,None,0,6,2006,Warranty Deed - Conventional,Normal,79900
936,937,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,67.0,10083,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,1Fam,One story,Good,Good,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,OTHER,103.68526170798899,Good,Average/Typical,Poured Contrete,Good,Typical,No,Good Living Quarters,833,Unfinshed,0,343,1176,Gas forced warm air furnace,Excellent,Yes,SBrkr,1200,0,0,1200,1,0,2,0,2,1,Good,5,Typ,0,No Fireplace,Attchd,2003.0,RFn,2,555,TA,TA,Paved,0,41,0,0,0,0,No Pool,No Fence,None,0,8,2009,Warranty Deed - Conventional,Normal,184900
937,938,2-STORY 1946 & NEWER,Residential Low Density,75.0,9675,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,1Fam,Two story,Good,Good,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Typical,Mn,Good Living Quarters,341,Unfinshed,0,772,1113,Gas forced warm air furnace,Excellent,Yes,SBrkr,1113,858,0,1971,0,0,2,1,3,1,Good,8,Typ,1,Gd,Attchd,2005.0,RFn,2,689,TA,TA,Paved,0,48,0,0,0,0,No Pool,No Fence,None,0,2,2009,Warranty Deed - Conventional,Normal,253000
938,939,2-STORY 1946 & NEWER,Residential Low Density,73.0,8760,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,Two story,Good,Good,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good,Good,Mn,Good Living Quarters,464,Unfinshed,0,927,1391,Gas forced warm air furnace,Excellent,Yes,SBrkr,1391,571,0,1962,0,0,2,1,3,1,Good,7,Typ,0,No Fireplace,Attchd,2006.0,RFn,3,868,TA,TA,Paved,0,90,0,0,0,0,No Pool,No Fence,None,0,8,2006,Home just constructed and sold,Partial,239799
939,940,2-STORY 1945 & OLDER,Residential Low Density,70.04995836802665,24090,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,1Fam,Two story,Good,Good,1940,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical,Typical,Mn,Unfinshed,0,Unfinshed,0,1032,1032,Gas forced warm air furnace,Excellent,Yes,SBrkr,1207,1196,0,2403,0,0,2,0,4,1,Typical/Average,10,Typ,2,TA,Attchd,1940.0,Unf,1,349,TA,TA,Paved,56,0,318,0,0,0,No Pool,No Fence,None,0,6,2010,Court Officer Deed/Estate,Normal,244400
940,941,DUPLEX - ALL STYLES AND AGES,Residential Low Density,55.0,12640,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Duplex,One story,Above Average,Above Average,1976,1976,Gable,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Gd,Average Rec Room,936,Low Quality,396,396,1728,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1728,0,0,1728,0,0,2,0,4,2,Typical/Average,8,Typ,0,No Fireplace,Attchd,1976.0,Unf,2,574,TA,TA,Paved,40,0,0,0,0,0,No Pool,No Fence,None,0,7,2006,Warranty Deed - Conventional,Normal,150900
941,942,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,8755,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Gilbert,Within 200' of North-South Railroad,Normal,1Fam,Two story,Good,Good,1999,1999,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,298.0,Good,Average/Typical,Poured Contrete,Good,Typical,No,Average Living Quarters,772,Unfinshed,0,220,992,Gas forced warm air furnace,Excellent,Yes,SBrkr,1022,1038,0,2060,1,0,2,1,3,1,Good,8,Typ,1,TA,BuiltIn,1999.0,RFn,2,390,TA,TA,Paved,0,0,0,168,0,0,No Pool,Good Privacy,None,0,6,2009,Warranty Deed - Conventional,Normal,214000
942,943,DUPLEX - ALL STYLES AND AGES,Residential Low Density,42.0,7711,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Duplex,One story,Below Average,Below Average,1977,1977,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good,Typical,Gd,Good Living Quarters,1440,Unfinshed,0,0,1440,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1440,0,0,1440,2,0,2,0,4,2,Typical/Average,8,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Dirt/Gravel,321,0,0,0,0,0,No Pool,No Fence,None,0,8,2007,Other,Abnorml,150000
943,944,DUPLEX - ALL STYLES AND AGES,Residential Low Density,100.0,25000,Paved,No alley access,Regular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Duplex,One story,Average,Average,1967,1967,Gable,Standard (Composite) Shingle,Hard Board,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Unfinshed,0,Unfinshed,0,1632,1632,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1632,0,0,1632,0,0,2,0,4,2,Typical/Average,8,Typ,0,No Fireplace,Attchd,1967.0,Unf,2,576,TA,TA,Partial Pavement,0,0,0,0,0,0,No Pool,No Fence,None,0,6,2007,Warranty Deed - Conventional,Normal,143000
944,945,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.04995836802665,14375,Paved,No alley access,Slightly irregular,Near Flat/Level,Electricity and Gas Only,Cul-de-sac,Gentle slope,Timberland,Normal,Normal,1Fam,Split Level,Above Average,Above Average,1958,1958,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,541.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Good Living Quarters,111,Average Rec Room,354,354,819,Gas forced warm air furnace,Good,Yes,FuseA,1344,0,0,1344,0,1,1,0,3,1,Good,7,Typ,1,Gd,Basment,1958.0,RFn,2,525,TA,TA,Paved,0,118,0,0,233,0,No Pool,No Fence,None,0,1,2009,Court Officer Deed/Estate,Abnorml,137500
945,946,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,98.0,8820,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Normal,Normal,1Fam,One and one-half story: 2nd level finished,Average,Average,1890,1996,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical,Typical,No,Low Quality,1088,Unfinshed,0,0,1088,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1188,561,120,1869,0,0,1,0,2,1,Typical/Average,7,Typ,0,No Fireplace,Detchd,1963.0,Unf,2,456,TA,TA,Paved,48,0,244,0,0,0,No Pool,Minimum Wood/Wire,None,0,9,2009,Warranty Deed - Conventional,Normal,124900
946,947,SPLIT OR MULTI-LEVEL,Residential Low Density,70.0,8163,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,Split Level,Average,Average,1959,1959,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,128.0,Average/Typical,Good,Cinder Block,Typical,Typical,Av,Average Living Quarters,748,Below Average Living Quarters,294,102,1144,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1144,0,0,1144,1,0,1,0,3,1,Typical/Average,6,Typ,1,TA,Attchd,1959.0,RFn,1,796,TA,TA,Paved,86,0,0,0,0,0,No Pool,No Fence,None,0,3,2006,Warranty Deed - Conventional,Normal,143000
947,948,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85.0,14536,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,1Fam,One story,Very Good,Very Good,2002,2003,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,236.0,Good,Average/Typical,Poured Contrete,Good,Typical,Av,Good Living Quarters,1300,Unfinshed,0,316,1616,Gas forced warm air furnace,Excellent,Yes,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Good,9,Typ,1,Gd,Attchd,2002.0,Fin,3,808,TA,TA,Paved,0,252,0,0,0,0,No Pool,No Fence,None,0,11,2007,Warranty Deed - Conventional,Normal,270000
948,949,2-STORY 1946 & NEWER,Residential Low Density,65.0,14006,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,Two story,Good,Good,2002,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,144.0,Good,Average/Typical,Poured Contrete,Good,Typical,No Basement,Unfinshed,0,Unfinshed,0,936,936,Gas forced warm air furnace,Excellent,Yes,SBrkr,936,840,0,1776,0,0,2,1,3,1,Good,7,Typ,1,TA,Attchd,2002.0,RFn,2,474,TA,TA,Paved,144,96,0,0,0,0,No Pool,No Fence,None,0,2,2006,Warranty Deed - Conventional,Normal,192500
949,950,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,78.0,9360,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,1Fam,One story,Above Average,Above Average,1972,2006,Hip,Standard (Composite) Shingle,Plywood,Plywood,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,982,Unfinshed,0,179,1161,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1381,0,0,1381,1,0,1,1,3,1,Good,5,Typ,1,TA,Attchd,1972.0,RFn,2,676,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,3,2010,Warranty Deed - Conventional,Normal,197500
950,951,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,1Fam,One story,Average,Average,1950,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Living Quarters,398,Below Average Living Quarters,149,317,864,Gas forced warm air furnace,Good,Yes,SBrkr,864,0,0,864,1,0,1,0,3,1,Good,5,Typ,0,No Fireplace,Detchd,1980.0,RFn,2,720,TA,TA,Paved,194,0,0,0,0,0,No Pool,No Fence,None,0,7,2007,Warranty Deed - Conventional,Normal,129000
951,952,1-STORY 1946 & NEWER ALL STYLES,Residential High Density,60.0,7800,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer West,Normal,Normal,1Fam,One story,Average,Average,1965,1965,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Below Average Living Quarters,641,Unfinshed,0,187,828,Gas forced warm air furnace,Good,Yes,SBrkr,965,0,0,965,1,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Detchd,1979.0,Unf,1,300,TA,TA,Paved,421,0,0,0,0,0,No Pool,Minimum Privacy,None,0,7,2006,Warranty Deed - Conventional,Abnorml,119900
952,953,SPLIT FOYER,Residential Low Density,60.0,7200,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,1Fam,Split Foyer,Average,Average,1972,2003,Gable,Standard (Composite) Shingle,Wood Shingles,Hard Board,None,0.0,Average/Typical,Good,Cinder Block,Good,Typical,Av,Good Living Quarters,660,Unfinshed,0,108,768,Gas forced warm air furnace,Good,Yes,SBrkr,768,0,0,768,0,1,1,0,2,1,Typical/Average,5,Typ,0,No Fireplace,Detchd,1974.0,Fin,1,396,TA,TA,Paved,192,0,0,0,0,0,No Pool,Minimum Privacy,None,0,4,2009,Warranty Deed - Conventional,Normal,133900
953,954,2-STORY 1946 & NEWER,Residential Low Density,70.04995836802665,11075,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Mitchell,Normal,Normal,1Fam,Two story,Average,Average,1969,1969,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,232.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,Av,Average Living Quarters,562,Low Quality,193,29,784,Gas forced warm air furnace,Excellent,Yes,SBrkr,1168,800,0,1968,0,1,2,1,4,1,Typical/Average,7,Min2,1,Po,Attchd,1969.0,RFn,2,530,TA,TA,Paved,305,189,0,0,0,0,No Pool,Minimum Privacy,Shed,400,9,2008,Warranty Deed - Conventional,Normal,172000
954,955,DUPLEX - ALL STYLES AND AGES,Residential Low Density,35.0,9400,Paved,No alley access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Edwards,Normal,Normal,Duplex,Split Foyer,Above Average,Above Average,1975,1975,Flat,Gravel & Tar,Wood Shingles,Plywood,Brick Face,250.0,Average/Typical,Average/Typical,Cinder Block,Good,Good,Gd,Good Living Quarters,945,Unfinshed,0,0,945,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,980,0,0,980,0,2,2,0,4,0,Typical/Average,4,Typ,0,No Fireplace,No Garage,0.0,No Garage,0,0,No Garage,No Garage,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,10,2006,Warranty Deed - Conventional,AdjLand,127500
955,956,DUPLEX - ALL STYLES AND AGES,Residential High Density,82.0,7136,Paved,No alley access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,Duplex,Two story,Above Average,Above Average,1946,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,423.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,No,Average Rec Room,484,Unfinshed,0,495,979,Gas forced warm air furnace,Average/Typical,No,FuseF,979,979,0,1958,0,0,2,0,4,2,Typical/Average,8,Typ,0,No Fireplace,Attchd,1946.0,Unf,2,492,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,8,2007,Warranty Deed - Conventional,Normal,145000
956,957,2-STORY PUD - 1946 & NEWER,Residential Medium Density,24.0,1300,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Bluestem,Normal,Normal,TwnhsE,Two story,Above Average,Above Average,1980,1980,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good,Typical,No,Average Living Quarters,285,Unfinshed,0,276,561,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,561,668,0,1229,0,0,1,1,2,1,Typical/Average,5,Typ,1,TA,Attchd,1980.0,Fin,2,462,TA,TA,Paved,150,0,0,0,0,0,No Pool,Good Privacy,None,0,5,2009,Warranty Deed - Conventional,Normal,124000
957,958,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70.0,7420,Paved,No alley access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,1Fam,One story,Average,Average,1962,1962,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical,Typical,No,Average Rec Room,417,Unfinshed,0,640,1057,Gas forced warm air furnace,Average/Typical,Yes,SBrkr,1057,0,0,1057,0,0,1,0,3,1,Typical/Average,6,Typ,0,No Fireplace,Detchd,1977.0,Fin,2,576,TA,TA,Paved,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2007,Warranty Deed - Conventional,Normal,132000
